query,language,category,difficulty,mode,recall@1,recall@5,recall@10,recall@20,recall@50,mrr,ndcg@10,hit_rate@10,hit_rate@20,any_match
كيف أتعامل مع نوبة القلق؟,arabic,treatment,hard,bm25,0.0,0.1,0.2,0.3,0.4,0.3333333333333333,0.18340980524840012,1.0,1.0,1.0
كيف أتعامل مع نوبة القلق؟,arabic,treatment,hard,hybrid,0.1,0.4,0.9,1.0,1.0,1.0,0.8899541168509599,1.0,1.0,1.0
كيف أتعامل مع نوبة القلق؟,arabic,treatment,hard,hybrid_rerank,0.1,0.2,0.4,0.8,1.0,1.0,0.494639655562801,1.0,1.0,1.0
ما هي أعراض مرض الزهايمر؟,arabic,symptoms,hard,dense,0.1,0.4,0.5,0.7,1.0,1.0,0.6083169141195838,1.0,1.0,1.0
ما هي أعراض مرض الزهايمر؟,arabic,symptoms,hard,bm25,0.1,0.4,0.7,0.7,0.7,1.0,0.762416491594312,1.0,1.0,1.0
ما هي أعراض مرض الزهايمر؟,arabic,symptoms,hard,hybrid,0.1,0.5,0.9,1.0,1.0,1.0,0.9363792118010483,1.0,1.0,1.0
ما هي أعراض مرض الزهايمر؟,arabic,symptoms,hard,hybrid_rerank,0.0,0.3,0.5,0.7,1.0,0.5,0.4705561169627617,1.0,1.0,1.0
ما هو فحص السكري العشوائي؟,arabic,diagnosis,medium,dense,0.1,0.3,0.5,0.6,1.0,1.0,0.5894280199323518,1.0,1.0,1.0
ما هو فحص السكري العشوائي؟,arabic,diagnosis,medium,bm25,0.0,0.2,0.2,0.2,0.2,0.5,0.23365080824310533,1.0,1.0,1.0
ما هو فحص السكري العشوائي؟,arabic,diagnosis,medium,hybrid,0.1,0.5,0.6,0.7,1.0,1.0,0.727329844310522,1.0,1.0,1.0
ما هو فحص السكري العشوائي؟,arabic,diagnosis,medium,hybrid_rerank,0.1,0.5,0.6,0.6,1.0,1.0,0.7151857987862356,1.0,1.0,1.0
ما هي أعراض التهابات المسالك البولية؟,arabic,symptoms,medium,dense,0.0,0.0,0.1,0.3,1.0,0.16666666666666666,0.07839826897867533,1.0,1.0,1.0
ما هي أعراض التهابات المسالك البولية؟,arabic,symptoms,medium,bm25,0.1,0.3,0.4,0.5,0.5,1.0,0.4662774717636409,1.0,1.0,1.0
ما هي أعراض التهابات المسالك البولية؟,arabic,symptoms,medium,hybrid,0.1,0.5,0.9,1.0,1.0,1.0,0.9363792118010483,1.0,1.0,1.0
ما هي أعراض التهابات المسالك البولية؟,arabic,symptoms,medium,hybrid_rerank,0.0,0.4,0.5,0.8,1.0,0.5,0.4950940324881554,1.0,1.0,1.0
كيف أقي نفسي من هشاشة العظام؟,arabic,prevention,medium,dense,0.1,0.3,0.4,0.5,1.0,1.0,0.5384313152574521,1.0,1.0,1.0
كيف أقي نفسي من هشاشة العظام؟,arabic,prevention,medium,bm25,0.1,0.2,0.2,0.2,0.2,1.0,0.3589542101716347,1.0,1.0,1.0
كيف أقي نفسي من هشاشة العظام؟,arabic,prevention,medium,hybrid,0.1,0.5,0.9,1.0,1.0,1.0,0.933745776545611,1.0,1.0,1.0
كيف أقي نفسي من هشاشة العظام؟,arabic,prevention,medium,hybrid_rerank,0.0,0.0,0.3,0.4,1.0,0.16666666666666666,0.2180164145324244,1.0,1.0,1.0
ما أضرار كثرة السكريات على الصحة؟,arabic,causes,easy,dense,0.1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ما أضرار كثرة السكريات على الصحة؟,arabic,causes,easy,bm25,0.1,0.1,0.2,0.3,0.4,1.0,0.28952298823485745,1.0,1.0,1.0
ما أضرار كثرة السكريات على الصحة؟,arabic,causes,easy,hybrid,0.1,0.5,0.8,0.8,1.0,1.0,0.8701249883466593,1.0,1.0,1.0
ما أضرار كثرة السكريات على الصحة؟,arabic,causes,easy,hybrid_rerank,0.1,0.4,0.6,0.8,1.0,1.0,0.7065836017263629,1.0,1.0,1.0
ما هي أعراض الأنيميا المنجلية؟,arabic,symptoms,hard,dense,0.0,0.0,0.0,0.2,1.0,0.07692307692307693,0.0,0.0,1.0,1.0
ما هي أعراض الأنيميا المنجلية؟,arabic,symptoms,hard,bm25,0.1,0.1,0.1,0.1,0.1,1.0,0.22009176629808017,1.0,1.0,1.0
ما هي أعراض الأنيميا المنجلية؟,arabic,symptoms,hard,hybrid,0.1,0.5,0.9,1.0,1.0,1.0,0.9363792118010483,1.0,1.0,1.0
ما هي أعراض الأنيميا المنجلية؟,arabic,symptoms,hard,hybrid_rerank,0.1,0.1,0.2,0.2,1.0,1.0,0.28952298823485745,1.0,1.0,1.0
كيف أبدأ الرضاعة الطبيعية؟,arabic,procedures,medium,dense,0.1,0.5,0.6,0.6,1.0,1.0,0.727329844310522,1.0,1.0,1.0
كيف أبدأ الرضاعة الطبيعية؟,arabic,procedures,medium,bm25,0.1,0.2,0.3,0.3,0.3,1.0,0.3785988060390612,1.0,1.0,1.0
كيف أبدأ الرضاعة الطبيعية؟,arabic,procedures,medium,hybrid,0.1,0.5,0.7,1.0,1.0,1.0,0.7917267193679839,1.0,1.0,1.0
كيف أبدأ الرضاعة الطبيعية؟,arabic,procedures,medium,hybrid_rerank,0.1,0.2,0.3,0.7,1.0,1.0,0.43231813227099475,1.0,1.0,1.0
What are the symptoms of diabetes?,english,symptoms,easy,dense,0.1,0.5,0.7,0.9,0.9,1.0,0.800693766409882,1.0,1.0,1.0
What are the symptoms of diabetes?,english,symptoms,easy,bm25,0.1,0.5,0.6,0.6,0.6,1.0,0.7183627972686238,1.0,1.0,1.0
What are the symptoms of diabetes?,english,symptoms,easy,hybrid,0.1,0.5,0.8,1.0,1.0,1.0,0.8643145546088337,1.0,1.0,1.0
What are the symptoms of diabetes?,english,symptoms,easy,hybrid_rerank,0.1,0.3,0.6,0.9,1.0,1.0,0.6363762929310753,1.0,1.0,1.0
What is the treatment for hypertension?,english,treatment,medium,dense,0.1,0.5,0.8,0.8,0.8,1.0,0.8701249883466593,1.0,1.0,1.0
What is the treatment for hypertension?,english,treatment,medium,bm25,0.1,0.3,0.3,0.3,0.3,1.0,0.4690000933206748,1.0,1.0,1.0
What is the treatment for hypertension?,english,treatment,medium,hybrid,0.1,0.5,0.8,1.0,1.0,1.0,0.8701249883466593,1.0,1.0,1.0
What is the treatment for hypertension?,english,treatment,medium,hybrid_rerank,0.1,0.3,0.4,0.5,1.0,1.0,0.513528549750033,1.0,1.0,1.0
What causes heart failure?,english,causes,medium,dense,0.1,0.5,0.8,0.9,0.9,1.0,0.8701249883466593,1.0,1.0,1.0
What causes heart failure?,english,causes,medium,bm25,0.1,0.3,0.4,0.4,0.5,1.0,0.5326208815196265,1.0,1.0,1.0
What causes heart failure?,english,causes,medium,hybrid,0.1,0.5,0.9,1.0,1.0,1.0,0.9305687780632227,1.0,1.0,1.0
What causes heart failure?,english,causes,medium,hybrid_rerank,0.0,0.0,0.3,0.6,1.0,0.16666666666666666,0.20827328063201608,1.0,1.0,1.0
How is cancer diagnosed?,english,diagnosis,medium,dense,0.1,0.5,0.8,0.9,0.9,1.0,0.8701249883466593,1.0,1.0,1.0
How is cancer diagnosed?,english,diagnosis,medium,bm25,0.1,0.2,0.2,0.3,0.3,1.0,0.3589542101716347,1.0,1.0,1.0
How is cancer diagnosed?,english,diagnosis,medium,hybrid,0.1,0.5,0.9,0.9,1.0,1.0,0.9363792118010483,1.0,1.0,1.0
How is cancer diagnosed?,english,diagnosis,medium,hybrid_rerank,0.1,0.4,0.7,0.9,1.0,1.0,0.7630946912803436,1.0,1.0,1.0
What are the symptoms of asthma?,english,symptoms,easy,dense,0.1,0.5,0.6,0.6,0.6,1.0,0.727329844310522,1.0,1.0,1.0
What are the symptoms of asthma?,english,symptoms,easy,bm25,0.1,0.5,0.6,0.6,0.6,1.0,0.7222954974312066,1.0,1.0,1.0
What are the symptoms of asthma?,english,symptoms,easy,hybrid,0.1,0.5,0.7,1.0,1.0,1.0,0.793584067764911,1.0,1.0,1.0
What are the symptoms of asthma?,english,symptoms,easy,hybrid_rerank,0.1,0.4,0.5,0.7,1.0,1.0,0.6274092458891772,1.0,1.0,1.0
How can infections be prevented?,english,prevention,easy,dense,0.1,0.5,0.9,0.9,0.9,1.0,0.9363792118010483,1.0,1.0,1.0
How can infections be prevented?,english,prevention,easy,bm25,0.1,0.1,0.1,0.1,0.1,1.0,0.22009176629808017,1.0,1.0,1.0
How can infections be prevented?,english,prevention,easy,hybrid,0.1,0.5,0.9,1.0,1.0,1.0,0.9363792118010483,1.0,1.0,1.0
How can infections be prevented?,english,prevention,easy,hybrid_rerank,0.1,0.2,0.6,0.8,1.0,1.0,0.6175852859163219,1.0,1.0,1.0
What are the symptoms of anemia?,english,symptoms,easy,dense,0.1,0.5,0.8,0.9,0.9,1.0,0.866947989864271,1.0,1.0,1.0
What are the symptoms of anemia?,english,symptoms,easy,bm25,0.1,0.5,0.7,0.7,0.7,1.0,0.800693766409882,1.0,1.0,1.0
What are the symptoms of anemia?,english,symptoms,easy,hybrid,0.1,0.5,0.9,1.0,1.0,1.0,0.9305687780632227,1.0,1.0,1.0
What are the symptoms of anemia?,english,symptoms,easy,hybrid_rerank,0.1,0.4,0.6,0.7,1.0,1.0,0.6835381846158709,1.0,1.0,1.0
What is the treatment for headache?,english,treatment,easy,dense,0.1,0.4,0.5,0.7,0.7,1.0,0.6371523797895856,1.0,1.0,1.0
What is the treatment for headache?,english,treatment,easy,bm25,0.1,0.5,0.7,0.7,0.8,1.0,0.800693766409882,1.0,1.0,1.0
What is the treatment for headache?,english,treatment,easy,hybrid,0.1,0.5,0.7,1.0,1.0,1.0,0.800693766409882,1.0,1.0,1.0
What is the treatment for headache?,english,treatment,easy,hybrid_rerank,0.1,0.3,0.5,0.6,1.0,1.0,0.5606114592078373,1.0,1.0,1.0
What causes kidney disease?,english,causes,medium,dense,0.1,0.5,0.9,0.9,0.9,1.0,0.9363792118010483,1.0,1.0,1.0
What causes kidney disease?,english,causes,medium,bm25,0.1,0.4,0.4,0.5,0.6,1.0,0.5637884576902256,1.0,1.0,1.0
What causes kidney disease?,english,causes,medium,hybrid,0.1,0.5,0.9,0.9,1.0,1.0,0.9363792118010483,1.0,1.0,1.0
What causes kidney disease?,english,causes,medium,hybrid_rerank,0.1,0.4,0.8,0.9,1.0,1.0,0.8512360941594274,1.0,1.0,1.0
What are the different types of cancer?,english,diagnosis,medium,dense,0.1,0.5,0.8,0.8,0.8,1.0,0.8701249883466593,1.0,1.0,1.0
What are the different types of cancer?,english,diagnosis,medium,bm25,0.1,0.3,0.3,0.4,0.6,1.0,0.4690000933206748,1.0,1.0,1.0
What are the different types of cancer?,english,diagnosis,medium,hybrid,0.1,0.5,0.8,1.0,1.0,1.0,0.8553475075669357,1.0,1.0,1.0
What are the different types of cancer?,english,diagnosis,medium,hybrid_rerank,0.1,0.5,0.7,0.8,1.0,1.0,0.793584067764911,1.0,1.0,1.0
"I have chest pain, what could it be?",english,symptoms,hard,dense,0.1,0.5,0.7,0.7,0.8,1.0,0.800693766409882,1.0,1.0,1.0
"I have chest pain, what could it be?",english,symptoms,hard,bm25,0.1,0.5,0.6,0.7,0.7,1.0,0.727329844310522,1.0,1.0,1.0
"I have chest pain, what could it be?",english,symptoms,hard,hybrid,0.1,0.5,0.7,0.8,1.0,1.0,0.7885497208855957,1.0,1.0,1.0
"I have chest pain, what could it be?",english,symptoms,hard,hybrid_rerank,0.0,0.3,0.5,0.7,1.0,0.5,0.4818809355796682,1.0,1.0,1.0
What are blood pressure medications?,english,medications,medium,dense,0.1,0.5,0.8,0.8,0.8,1.0,0.8701249883466593,1.0,1.0,1.0
What are blood pressure medications?,english,medications,medium,bm25,0.1,0.3,0.3,0.3,0.3,1.0,0.4690000933206748,1.0,1.0,1.0
What are blood pressure medications?,english,medications,medium,hybrid,0.1,0.5,0.8,0.9,1.0,1.0,0.8553475075669357,1.0,1.0,1.0
What are blood pressure medications?,english,medications,medium,hybrid_rerank,0.1,0.4,0.6,0.7,1.0,1.0,0.6496872770120411,1.0,1.0,1.0
How do I manage diabetes?,english,treatment,hard,dense,0.1,0.5,0.8,0.9,0.9,1.0,0.8701249883466593,1.0,1.0,1.0
How do I manage diabetes?,english,treatment,hard,bm25,0.1,0.5,0.6,0.8,0.9,1.0,0.7151857987862356,1.0,1.0,1.0
How do I manage diabetes?,english,treatment,hard,hybrid,0.1,0.5,0.9,0.9,1.0,1.0,0.9363792118010483,1.0,1.0,1.0
How do I manage diabetes?,english,treatment,hard,hybrid_rerank,0.1,0.5,0.7,0.9,1.0,1.0,0.7967610662472993,1.0,1.0,1.0
What is the treatment for arthritis?,english,treatment,medium,dense,0.1,0.5,0.9,0.9,1.0,1.0,0.9363792118010483,1.0,1.0,1.0
What is the treatment for arthritis?,english,treatment,medium,bm25,0.1,0.1,0.1,0.1,0.2,1.0,0.22009176629808017,1.0,1.0,1.0
What is the treatment for arthritis?,english,treatment,medium,hybrid,0.1,0.4,0.9,1.0,1.0,1.0,0.914856882358379,1.0,1.0,1.0
What is the treatment for arthritis?,english,treatment,medium,hybrid_rerank,0.0,0.1,0.3,0.5,1.0,0.25,0.23047380976071707,1.0,1.0,1.0
"My blood test shows high sugar, what does it mean?",english,diagnosis,medium,dense,0.1,0.5,0.9,0.9,0.9,1.0,0.9363792118010483,1.0,1.0,1.0
"My blood test shows high sugar, what does it mean?",english,diagnosis,medium,bm25,0.1,0.2,0.2,0.3,0.4,1.0,0.3589542101716347,1.0,1.0,1.0
"My blood test shows high sugar, what does it mean?",english,diagnosis,medium,hybrid,0.1,0.5,0.9,1.0,1.0,1.0,0.933745776545611,1.0,1.0,1.0
"My blood test shows high sugar, what does it mean?",english,diagnosis,medium,hybrid_rerank,0.1,0.5,0.8,0.9,1.0,1.0,0.8701249883466593,1.0,1.0,1.0
What causes chronic headaches?,english,causes,hard,dense,0.1,0.5,0.6,0.6,0.6,1.0,0.727329844310522,1.0,1.0,1.0
What causes chronic headaches?,english,causes,hard,bm25,0.1,0.5,0.7,0.8,0.9,1.0,0.7967610662472993,1.0,1.0,1.0
What causes chronic headaches?,english,causes,hard,hybrid,0.1,0.5,0.6,0.8,1.0,1.0,0.727329844310522,1.0,1.0,1.0
What causes chronic headaches?,english,causes,hard,hybrid_rerank,0.1,0.4,0.6,0.7,1.0,1.0,0.7065836017263629,1.0,1.0,1.0
How do I know if I have anemia?,english,diagnosis,medium,dense,0.1,0.5,0.8,0.8,0.8,1.0,0.8701249883466593,1.0,1.0,1.0
How do I know if I have anemia?,english,diagnosis,medium,bm25,0.1,0.2,0.3,0.8,0.9,1.0,0.43735247915031,1.0,1.0,1.0
How do I know if I have anemia?,english,diagnosis,medium,hybrid,0.1,0.5,0.8,1.0,1.0,1.0,0.8701249883466593,1.0,1.0,1.0
How do I know if I have anemia?,english,diagnosis,medium,hybrid_rerank,0.1,0.3,0.6,0.8,1.0,1.0,0.6032621820619528,1.0,1.0,1.0
What are the symptoms of high blood pressure?,english,symptoms,easy,dense,0.1,0.5,0.7,0.8,0.8,1.0,0.800693766409882,1.0,1.0,1.0
What are the symptoms of high blood pressure?,english,symptoms,easy,bm25,0.1,0.3,0.3,0.3,0.3,1.0,0.4690000933206748,1.0,1.0,1.0
What are the symptoms of high blood pressure?,english,symptoms,easy,hybrid,0.1,0.5,0.8,1.0,1.0,1.0,0.8701249883466593,1.0,1.0,1.0
What are the symptoms of high blood pressure?,english,symptoms,easy,hybrid_rerank,0.1,0.3,0.4,0.5,1.0,1.0,0.5103515512676448,1.0,1.0,1.0
What is the difference between benign and malignant tumors?,english,diagnosis,hard,dense,0.1,0.5,0.7,0.7,0.7,1.0,0.800693766409882,1.0,1.0,1.0
What is the difference between benign and malignant tumors?,english,diagnosis,hard,bm25,0.1,0.4,0.4,0.5,0.5,1.0,0.5637884576902256,1.0,1.0,1.0
What is the difference between benign and malignant tumors?,english,diagnosis,hard,hybrid,0.1,0.4,0.7,1.0,1.0,1.0,0.78180487222265,1.0,1.0,1.0
What is the difference between benign and malignant tumors?,english,diagnosis,hard,hybrid_rerank,0.1,0.3,0.4,0.6,1.0,1.0,0.5473983622993502,1.0,1.0,1.0
What are the symptoms of thyroid disease?,english,symptoms,medium,dense,0.1,0.5,0.7,0.7,0.8,1.0,0.800693766409882,1.0,1.0,1.0
What are the symptoms of thyroid disease?,english,symptoms,medium,bm25,0.1,0.4,0.4,0.4,0.4,1.0,0.5637884576902256,1.0,1.0,1.0
What are the symptoms of thyroid disease?,english,symptoms,medium,hybrid,0.1,0.4,0.8,1.0,1.0,1.0,0.8415908474314976,1.0,1.0,1.0
What are the symptoms of thyroid disease?,english,symptoms,medium,hybrid_rerank,0.0,0.4,0.7,0.7,1.0,0.5,0.6500332220485792,1.0,1.0,1.0
How is depression treated?,english,treatment,medium,dense,0.1,0.5,0.8,0.8,0.9,1.0,0.8701249883466593,1.0,1.0,1.0
How is depression treated?,english,treatment,medium,bm25,0.1,0.5,0.5,0.7,0.8,1.0,0.6489315753318465,1.0,1.0,1.0
How is depression treated?,english,treatment,medium,hybrid,0.1,0.5,0.8,1.0,1.0,1.0,0.8572048559638628,1.0,1.0,1.0
How is depression treated?,english,treatment,medium,hybrid_rerank,0.1,0.5,0.7,0.8,1.0,1.0,0.7788065869851872,1.0,1.0,1.0
What causes liver disease?,english,causes,medium,dense,0.1,0.5,0.7,0.7,0.8,1.0,0.800693766409882,1.0,1.0,1.0
What causes liver disease?,english,causes,medium,bm25,0.1,0.4,0.5,0.7,0.7,1.0,0.6274092458891772,1.0,1.0,1.0
What causes liver disease?,english,causes,medium,hybrid,0.1,0.5,0.8,1.0,1.0,1.0,0.857980942822373,1.0,1.0,1.0
What causes liver disease?,english,causes,medium,hybrid_rerank,0.1,0.5,0.6,0.8,1.0,1.0,0.7125523635307982,1.0,1.0,1.0
What is a complete blood count test?,english,diagnosis,easy,dense,0.1,0.5,0.6,0.6,0.6,1.0,0.727329844310522,1.0,1.0,1.0
What is a complete blood count test?,english,diagnosis,easy,bm25,0.1,0.5,0.5,0.8,0.8,1.0,0.6489315753318465,1.0,1.0,1.0
What is a complete blood count test?,english,diagnosis,easy,hybrid,0.1,0.5,0.6,0.8,1.0,1.0,0.727329844310522,1.0,1.0,1.0
What is a complete blood count test?,english,diagnosis,easy,hybrid_rerank,0.1,0.4,0.7,0.7,1.0,1.0,0.7421246259355073,1.0,1.0,1.0
How can I prevent heart disease?,english,prevention,medium,dense,0.1,0.5,0.7,0.8,0.8,1.0,0.800693766409882,1.0,1.0,1.0
How can I prevent heart disease?,english,prevention,medium,bm25,0.1,0.5,0.5,0.7,0.7,1.0,0.6489315753318465,1.0,1.0,1.0
How can I prevent heart disease?,english,prevention,medium,hybrid,0.1,0.5,0.8,0.8,1.0,1.0,0.8701249883466593,1.0,1.0,1.0
How can I prevent heart disease?,english,prevention,medium,hybrid_rerank,0.1,0.5,0.7,0.8,1.0,1.0,0.7967610662472993,1.0,1.0,1.0
What are the symptoms of a heart attack?,english,emergency,easy,dense,0.1,0.5,0.7,0.9,1.0,1.0,0.800693766409882,1.0,1.0,1.0
What are the symptoms of a heart attack?,english,emergency,easy,bm25,0.1,0.3,0.5,0.6,0.6,1.0,0.6020521034564038,1.0,1.0,1.0
What are the symptoms of a heart attack?,english,emergency,easy,hybrid,0.1,0.5,0.9,1.0,1.0,1.0,0.9363792118010483,1.0,1.0,1.0
What are the symptoms of a heart attack?,english,emergency,easy,hybrid_rerank,0.1,0.3,0.4,0.5,1.0,1.0,0.5173633627401372,1.0,1.0,1.0
What types of insulin are available?,english,medications,medium,dense,0.1,0.5,0.9,0.9,1.0,1.0,0.9363792118010483,1.0,1.0,1.0
What types of insulin are available?,english,medications,medium,bm25,0.1,0.4,0.7,0.9,0.9,1.0,0.7605591431973849,1.0,1.0,1.0
What types of insulin are available?,english,medications,medium,hybrid,0.1,0.5,0.9,1.0,1.0,1.0,0.9363792118010483,1.0,1.0,1.0
What types of insulin are available?,english,medications,medium,hybrid_rerank,0.1,0.4,0.7,0.9,1.0,1.0,0.77523873680463,1.0,1.0,1.0
How is cardiac catheterization performed?,english,procedures,hard,dense,0.1,0.5,0.9,1.0,1.0,1.0,0.933745776545611,1.0,1.0,1.0
How is cardiac catheterization performed?,english,procedures,hard,bm25,0.1,0.5,0.7,1.0,1.0,1.0,0.800693766409882,1.0,1.0,1.0
How is cardiac catheterization performed?,english,procedures,hard,hybrid,0.1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
How is cardiac catheterization performed?,english,procedures,hard,hybrid_rerank,0.1,0.5,0.8,1.0,1.0,1.0,0.8701249883466593,1.0,1.0,1.0
What are symptoms of Vitamin D deficiency?,english,symptoms,medium,dense,0.1,0.5,0.8,0.8,0.9,1.0,0.8701249883466593,1.0,1.0,1.0
What are symptoms of Vitamin D deficiency?,english,symptoms,medium,bm25,0.1,0.2,0.2,0.3,0.3,1.0,0.3589542101716347,1.0,1.0,1.0
What are symptoms of Vitamin D deficiency?,english,symptoms,medium,hybrid,0.1,0.5,0.8,1.0,1.0,1.0,0.8630152897016883,1.0,1.0,1.0
What are symptoms of Vitamin D deficiency?,english,symptoms,medium,hybrid_rerank,0.1,0.2,0.4,0.7,1.0,1.0,0.494639655562801,1.0,1.0,1.0
What is the relationship between obesity and disease?,english,causes,medium,dense,0.1,0.5,0.8,0.8,0.8,1.0,0.866947989864271,1.0,1.0,1.0
What is the relationship between obesity and disease?,english,causes,medium,bm25,0.1,0.3,0.3,0.4,0.4,1.0,0.4690000933206748,1.0,1.0,1.0
What is the relationship between obesity and disease?,english,causes,medium,hybrid,0.1,0.5,0.8,1.0,1.0,1.0,0.8701249883466593,1.0,1.0,1.0
What is the relationship between obesity and disease?,english,causes,medium,hybrid_rerank,0.0,0.3,0.3,0.6,1.0,0.5,0.3340514446642156,1.0,1.0,1.0
How do I handle an asthma attack?,english,treatment,hard,dense,0.1,0.5,0.6,0.6,0.7,1.0,0.727329844310522,1.0,1.0,1.0
How do I handle an asthma attack?,english,treatment,hard,bm25,0.1,0.4,0.4,0.4,0.4,1.0,0.5637884576902256,1.0,1.0,1.0
How do I handle an asthma attack?,english,treatment,hard,hybrid,0.1,0.5,0.7,0.9,1.0,1.0,0.7909506325094737,1.0,1.0,1.0
How do I handle an asthma attack?,english,treatment,hard,hybrid_rerank,0.1,0.3,0.4,0.8,1.0,1.0,0.46945447024602915,1.0,1.0,1.0
What are the symptoms of a stroke?,english,emergency,easy,dense,0.1,0.5,0.6,0.8,0.8,1.0,0.727329844310522,1.0,1.0,1.0
What are the symptoms of a stroke?,english,emergency,easy,bm25,0.1,0.5,0.5,0.6,0.6,1.0,0.6489315753318465,1.0,1.0,1.0
What are the symptoms of a stroke?,english,emergency,easy,hybrid,0.1,0.4,0.7,1.0,1.0,1.0,0.7605591431973849,1.0,1.0,1.0
What are the symptoms of a stroke?,english,emergency,easy,hybrid_rerank,0.1,0.3,0.4,0.7,1.0,1.0,0.49828993591603105,1.0,1.0,1.0
What are the benefits of breastfeeding?,english,nutrition,easy,dense,0.1,0.5,0.9,1.0,1.0,1.0,0.9363792118010483,1.0,1.0,1.0
What are the benefits of breastfeeding?,english,nutrition,easy,bm25,0.1,0.5,0.8,0.8,0.8,1.0,0.8630152897016883,1.0,1.0,1.0
What are the benefits of breastfeeding?,english,nutrition,easy,hybrid,0.1,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
What are the benefits of breastfeeding?,english,nutrition,easy,hybrid_rerank,0.1,0.4,0.7,0.9,1.0,1.0,0.78180487222265,1.0,1.0,1.0
How do I know if my child has a fever?,english,diagnosis,medium,dense,0.1,0.5,0.7,0.9,0.9,1.0,0.800693766409882,1.0,1.0,1.0
How do I know if my child has a fever?,english,diagnosis,medium,bm25,0.1,0.5,0.5,0.6,0.6,1.0,0.6489315753318465,1.0,1.0,1.0
How do I know if my child has a fever?,english,diagnosis,medium,hybrid,0.1,0.5,0.9,1.0,1.0,1.0,0.933745776545611,1.0,1.0,1.0
How do I know if my child has a fever?,english,diagnosis,medium,hybrid_rerank,0.1,0.4,0.7,0.9,1.0,1.0,0.7778721720600673,1.0,1.0,1.0
What are the health effects of smoking?,english,causes,easy,dense,0.1,0.5,0.8,0.8,0.8,1.0,0.8701249883466593,1.0,1.0,1.0
What are the health effects of smoking?,english,causes,easy,bm25,0.1,0.4,0.5,0.5,0.6,1.0,0.6274092458891772,1.0,1.0,1.0
What are the health effects of smoking?,english,causes,easy,hybrid,0.1,0.5,0.8,0.8,1.0,1.0,0.8701249883466593,1.0,1.0,1.0
What are the health effects of smoking?,english,causes,easy,hybrid_rerank,0.1,0.3,0.5,0.9,1.0,1.0,0.5446757407423163,1.0,1.0,1.0
What are the symptoms of Parkinson's disease?,english,symptoms,hard,dense,0.1,0.5,0.7,0.8,0.9,1.0,0.800693766409882,1.0,1.0,1.0
What are the symptoms of Parkinson's disease?,english,symptoms,hard,bm25,0.1,0.3,0.3,0.3,0.3,1.0,0.4690000933206748,1.0,1.0,1.0
What are the symptoms of Parkinson's disease?,english,symptoms,hard,hybrid,0.1,0.5,0.9,0.9,1.0,1.0,0.9363792118010483,1.0,1.0,1.0
What are the symptoms of Parkinson's disease?,english,symptoms,hard,hybrid_rerank,0.1,0.1,0.2,0.4,1.0,1.0,0.2934556883974402,1.0,1.0,1.0
How is COVID-19 treated?,english,treatment,medium,dense,0.1,0.5,0.7,0.7,0.7,1.0,0.800693766409882,1.0,1.0,1.0
How is COVID-19 treated?,english,treatment,medium,bm25,0.1,0.3,0.3,0.3,0.4,1.0,0.4690000933206748,1.0,1.0,1.0
How is COVID-19 treated?,english,treatment,medium,hybrid,0.1,0.5,0.7,0.8,1.0,1.0,0.800693766409882,1.0,1.0,1.0
How is COVID-19 treated?,english,treatment,medium,hybrid_rerank,0.1,0.2,0.4,0.6,1.0,1.0,0.5107164012496701,1.0,1.0,1.0
What is the difference between flu and cold?,english,diagnosis,medium,dense,0.1,0.5,0.6,0.7,0.7,1.0,0.727329844310522,1.0,1.0,1.0
What is the difference between flu and cold?,english,diagnosis,medium,bm25,0.1,0.5,0.6,0.7,0.8,1.0,0.7222954974312066,1.0,1.0,1.0
What is the difference between flu and cold?,english,diagnosis,medium,hybrid,0.1,0.5,0.7,0.9,1.0,1.0,0.7917267193679839,1.0,1.0,1.0
What is the difference between flu and cold?,english,diagnosis,medium,hybrid_rerank,0.1,0.3,0.5,0.8,1.0,1.0,0.6059848036189867,1.0,1.0,1.0
What causes recurring abdominal pain?,english,causes,hard,dense,0.1,0.5,0.8,0.8,0.9,1.0,0.8701249883466593,1.0,1.0,1.0
What causes recurring abdominal pain?,english,causes,hard,bm25,0.1,0.2,0.2,0.2,0.2,1.0,0.3589542101716347,1.0,1.0,1.0
What causes recurring abdominal pain?,english,causes,hard,hybrid,0.1,0.5,0.9,0.9,1.0,1.0,0.933745776545611,1.0,1.0,1.0
What causes recurring abdominal pain?,english,causes,hard,hybrid_rerank,0.0,0.1,0.2,0.4,1.0,0.5,0.2082936658103318,1.0,1.0,1.0
How do I care for a wound after surgery?,english,treatment,medium,dense,0.1,0.5,0.7,0.7,0.8,1.0,0.800693766409882,1.0,1.0,1.0
How do I care for a wound after surgery?,english,treatment,medium,bm25,0.1,0.3,0.5,0.6,0.6,1.0,0.6046855387118412,1.0,1.0,1.0
How do I care for a wound after surgery?,english,treatment,medium,hybrid,0.1,0.4,0.7,0.8,1.0,1.0,0.7778721720600673,1.0,1.0,1.0
How do I care for a wound after surgery?,english,treatment,medium,hybrid_rerank,0.1,0.2,0.3,0.7,1.0,1.0,0.388244052766991,1.0,1.0,1.0
